ダウンロードした時刻：2020/04/06 11:13:40

,大阪,大阪,大阪
年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号
2017/6/22,23.3,8,1
2017/6/23,25.5,8,1
2017/6/24,25.1,8,1
2017/6/25,22.9,8,1
2017/6/26,24.7,8,1
2017/6/27,24.7,8,1
2017/6/28,24.5,8,1
2017/6/29,25.0,8,1
2017/6/30,25.1,8,1
2017/7/1,27.5,8,1
2017/7/2,28.7,8,1
2017/7/3,28.6,8,1
2017/7/4,27.1,8,1
2017/7/5,24.6,8,1
2017/7/6,26.5,8,1
2017/7/7,27.3,8,1
2017/7/8,28.7,8,1
2017/7/9,26.5,8,1
2017/7/10,27.6,8,1
2017/7/11,29.3,8,1
2017/7/12,29.2,8,1
2017/7/13,29.8,8,1
2017/7/14,29.2,8,1
2017/7/15,29.6,8,1
2017/7/16,29.6,8,1
2017/7/17,29.5,8,1
2017/7/18,28.1,8,1
2017/7/19,29.5,8,1
2017/7/20,30.3,8,1
2017/7/21,30.1,8,1
2017/7/22,30.0,8,1
2017/7/23,29.1,8,1
2017/7/24,29.6,8,1
2017/7/25,29.3,8,1
2017/7/26,29.1,8,1
2017/7/27,29.3,8,1
2017/7/28,28.9,8,1
2017/7/29,30.6,8,1
2017/7/30,29.6,8,1
2017/7/31,30.6,8,1
2017/8/1,30.1,8,1
2017/8/2,29.5,8,1
2017/8/3,29.1,8,1
2017/8/4,30.2,8,1
2017/8/5,30.4,8,1
2017/8/6,31.3,8,1
2017/8/7,26.8,8,1
2017/8/8,28.0,8,1
2017/8/9,29.8,8,1
2017/8/10,30.7,8,1
2017/8/11,30.3,8,1
2017/8/12,29.0,8,1
2017/8/13,27.9,8,1
2017/8/14,27.9,8,1
2017/8/15,26.3,8,1
2017/8/16,28.0,8,1
2017/8/17,28.8,8,1
2017/8/18,29.1,8,1
2017/8/19,29.4,8,1
2017/8/20,29.8,8,1
2017/8/21,30.2,8,1
2017/8/22,30.5,8,1
2017/8/23,30.2,8,1
2017/8/24,31.2,8,1
2017/8/25,31.2,8,1
2017/8/26,27.9,8,1
2017/8/27,28.4,8,1
2017/8/28,28.9,8,1
2017/8/29,30.2,8,1
2017/8/30,28.0,8,1
2017/8/31,27.0,8,1
2017/9/1,26.3,8,1
2017/9/2,25.8,8,1
2017/9/3,25.3,8,1
2017/9/4,24.4,8,1
2017/9/5,24.8,8,1
2017/9/6,25.5,8,1
2017/9/7,26.7,8,1
2017/9/8,25.9,8,1
2017/9/9,26.3,8,1
2017/9/10,27.6,8,1
2017/9/11,27.2,8,1
2017/9/12,24.8,8,1
2017/9/13,25.8,8,1
2017/9/14,24.8,8,1
2017/9/15,22.5,8,1
2017/9/16,20.4,8,1
2017/9/17,24.1,8,1
2017/9/18,24.7,8,1
2017/9/19,24.4,8,1
2017/9/20,24.7,8,1
2017/9/21,23.3,8,1
2017/9/22,20.8,8,1
2017/9/23,22.9,8,1
2017/9/24,23.6,8,1
2017/9/25,24.5,8,1
2017/9/26,24.6,8,1
2017/9/27,24.6,8,1
2017/9/28,22.1,8,1
2017/9/29,21.3,8,1
2017/9/30,21.8,8,1
2017/10/1,21.4,8,1
2017/10/2,21.2,8,1
2017/10/3,22.0,8,1
2017/10/4,19.1,8,1
2017/10/5,19.2,8,1
2017/10/6,18.0,8,1
2017/10/7,20.5,8,1
2017/10/8,23.3,8,1
2017/10/9,24.2,8,1
2017/10/10,24.6,8,1
2017/10/11,24.5,8,1
2017/10/12,21.5,8,1
2017/10/13,18.0,8,1
2017/10/14,19.3,8,1
2017/10/15,17.1,8,1
2017/10/16,15.5,8,1
2017/10/17,15.0,8,1
2017/10/18,16.2,8,1
2017/10/19,15.0,8,1
2017/10/20,16.9,8,1
2017/10/21,17.1,8,1
2017/10/22,17.2,8,1
2017/10/23,16.4,8,1
2017/10/24,14.6,8,1
2017/10/25,15.9,8,1
2017/10/26,16.7,8,1
2017/10/27,18.2,8,1
2017/10/28,17.0,8,1
2017/10/29,17.3,8,1
2017/10/30,14.2,8,1
2017/10/31,13.2,8,1
2017/11/1,14.0,8,1
2017/11/2,15.6,8,1
2017/11/3,17.0,8,1
2017/11/4,16.1,8,1
2017/11/5,13.0,8,1
2017/11/6,14.4,8,1
2017/11/7,16.9,8,1
2017/11/8,17.0,8,1
2017/11/9,15.3,8,1
2017/11/10,13.5,8,1
2017/11/11,14.7,8,1
2017/11/12,12.3,8,1
2017/11/13,12.6,8,1
2017/11/14,12.6,8,1
2017/11/15,13.2,8,1
2017/11/16,11.2,8,1
2017/11/17,10.3,8,1
2017/11/18,10.1,8,1
2017/11/19,9.0,8,1
2017/11/20,7.5,8,1
2017/11/21,8.2,8,1
2017/11/22,9.6,8,1
2017/11/23,10.9,8,1
2017/11/24,9.3,8,1
2017/11/25,9.5,8,1
2017/11/26,9.8,8,1
2017/11/27,12.2,8,1
2017/11/28,13.2,8,1
2017/11/29,13.7,8,1
2017/11/30,13.9,8,1
2017/12/1,10.7,8,1
2017/12/2,8.6,8,1
2017/12/3,9.7,8,1
2017/12/4,8.3,8,1
2017/12/5,7.2,8,1
2017/12/6,6.3,8,1
2017/12/7,7.2,8,1
2017/12/8,6.6,8,1
2017/12/9,6.7,8,1
2017/12/10,9.0,8,1
2017/12/11,8.3,8,1
2017/12/12,3.9,8,1
2017/12/13,4.8,8,1
2017/12/14,5.6,8,1
2017/12/15,7.1,8,1
2017/12/16,8.2,8,1
2017/12/17,4.8,8,1
2017/12/18,5.4,8,1
2017/12/19,7.2,8,1
2017/12/20,5.6,8,1
2017/12/21,5.9,8,1
2017/12/22,6.4,8,1
2017/12/23,7.3,8,1
2017/12/24,8.9,8,1
2017/12/25,9.3,8,1
2017/12/26,7.0,8,1
2017/12/27,5.4,8,1
2017/12/28,5.5,8,1
2017/12/29,6.9,8,1
2017/12/30,7.0,8,1
2017/12/31,6.7,8,1
2018/1/1,7.2,8,1
2018/1/2,7.1,8,1
2018/1/3,4.9,8,1
2018/1/4,4.0,8,1
2018/1/5,3.6,8,1
2018/1/6,5.6,8,1
2018/1/7,5.8,8,1
2018/1/8,6.9,8,1
2018/1/9,8.0,8,1
2018/1/10,5.1,8,1
2018/1/11,2.6,8,1
2018/1/12,2.4,8,1
2018/1/13,3.4,8,1
2018/1/14,3.1,8,1
2018/1/15,5.2,8,1
2018/1/16,8.7,8,1
2018/1/17,10.8,8,1
2018/1/18,10.5,8,1
2018/1/19,8.6,8,1
2018/1/20,7.5,8,1
2018/1/21,7.1,8,1
2018/1/22,4.0,8,1
2018/1/23,5.8,8,1
2018/1/24,0.9,8,1
2018/1/25,0.8,8,1
2018/1/26,1.6,8,1
2018/1/27,1.9,8,1
2018/1/28,2.0,8,1
2018/1/29,4.6,8,1
2018/1/30,3.1,8,1
2018/1/31,3.6,8,1
2018/2/1,3.1,8,1
2018/2/2,4.6,8,1
2018/2/3,4.4,8,1
2018/2/4,3.1,8,1
2018/2/5,2.0,8,1
2018/2/6,1.3,8,1
2018/2/7,1.9,8,1
2018/2/8,2.8,8,1
2018/2/9,4.3,8,1
2018/2/10,4.9,8,1
2018/2/11,5.0,8,1
2018/2/12,2.6,8,1
2018/2/13,3.5,8,1
2018/2/14,5.6,8,1
2018/2/15,8.0,8,1
2018/2/16,6.7,8,1
2018/2/17,6.3,8,1
2018/2/18,3.9,8,1
2018/2/19,5.2,8,1
2018/2/20,7.5,8,1
2018/2/21,6.6,8,1
2018/2/22,6.2,8,1
2018/2/23,6.7,8,1
2018/2/24,7.5,8,1
2018/2/25,7.1,8,1
2018/2/26,8.7,8,1
2018/2/27,8.9,8,1
2018/2/28,11.3,8,1
2018/3/1,12.5,8,1
2018/3/2,8.6,8,1
2018/3/3,9.7,8,1
2018/3/4,14.4,8,1
2018/3/5,13.1,8,1
2018/3/6,8.0,8,1
2018/3/7,8.0,8,1
2018/3/8,11.6,8,1
2018/3/9,7.4,8,1
2018/3/10,6.1,8,1
2018/3/11,7.4,8,1
2018/3/12,9.6,8,1
2018/3/13,12.8,8,1
2018/3/14,15.6,8,1
2018/3/15,16.4,8,1
2018/3/16,10.2,8,1
2018/3/17,8.5,8,1
2018/3/18,11.8,8,1
2018/3/19,13.9,8,1
2018/3/20,8.3,8,1
2018/3/21,8.8,8,1
2018/3/22,10.0,8,1
2018/3/23,8.9,8,1
2018/3/24,10.3,8,1
2018/3/25,13.1,8,1
2018/3/26,14.7,8,1
2018/3/27,15.8,8,1
2018/3/28,17.6,8,1
2018/3/29,17.5,8,1
2018/3/30,13.1,8,1
2018/3/31,13.0,8,1
2018/4/1,16.4,8,1
2018/4/2,18.9,8,1
2018/4/3,19.7,8,1
2018/4/4,18.2,8,1
2018/4/5,14.9,8,1
2018/4/6,17.3,8,1
2018/4/7,11.0,8,1
2018/4/8,9.3,8,1
2018/4/9,12.0,8,1
2018/4/10,15.3,8,1
2018/4/11,19.1,8,1
2018/4/12,18.5,8,1
2018/4/13,14.6,8,1
2018/4/14,14.4,8,1
2018/4/15,14.3,8,1
2018/4/16,13.8,8,1
2018/4/17,14.2,8,1
2018/4/18,16.2,8,1
2018/4/19,17.6,8,1
2018/4/20,20.2,8,1
2018/4/21,20.2,8,1
2018/4/22,20.3,8,1
2018/4/23,20.7,8,1
2018/4/24,19.3,8,1
2018/4/25,16.7,8,1
2018/4/26,17.0,8,1
2018/4/27,18.0,8,1
2018/4/28,18.4,8,1
2018/4/29,19.6,8,1
2018/4/30,19.8,8,1
2018/5/1,21.3,8,1
2018/5/2,20.0,8,1
2018/5/3,18.9,8,1
2018/5/4,16.3,8,1
2018/5/5,18.8,8,1
2018/5/6,19.3,8,1
2018/5/7,17.6,8,1
2018/5/8,16.9,8,1
2018/5/9,15.8,8,1
2018/5/10,14.6,8,1
2018/5/11,17.0,8,1
2018/5/12,19.3,8,1
2018/5/13,18.1,8,1
2018/5/14,21.1,8,1
2018/5/15,21.8,8,1
2018/5/16,23.2,8,1
2018/5/17,23.6,8,1
2018/5/18,24.1,8,1
2018/5/19,17.3,8,1
2018/5/20,18.0,8,1
2018/5/21,20.9,8,1
2018/5/22,21.4,8,1
2018/5/23,19.0,8,1
2018/5/24,21.6,8,1
2018/5/25,23.6,8,1
2018/5/26,22.9,8,1
2018/5/27,23.1,8,1
2018/5/28,23.4,8,1
2018/5/29,23.4,8,1
2018/5/30,19.9,8,1
2018/5/31,19.7,8,1
2018/6/1,21.0,8,1
2018/6/2,21.8,8,1
2018/6/3,23.2,8,1
2018/6/4,23.7,8,1
2018/6/5,22.6,8,1
2018/6/6,19.3,8,1
2018/6/7,22.8,8,1
2018/6/8,23.5,8,1
2018/6/9,24.2,8,1
2018/6/10,21.7,8,1
2018/6/11,23.2,8,1
2018/6/12,21.8,8,1
2018/6/13,21.2,8,1
2018/6/14,21.8,8,1
2018/6/15,20.3,8,1
2018/6/16,20.9,8,1
2018/6/17,22.7,8,1
2018/6/18,23.5,8,1
2018/6/19,23.0,8,1
2018/6/20,21.7,8,1
2018/6/21,23.2,8,1
2018/6/22,24.9,8,1
2018/6/23,21.4,8,1
2018/6/24,23.7,8,1
2018/6/25,26.6,8,1
2018/6/26,27.6,8,1
2018/6/27,29.2,8,1
2018/6/28,28.7,8,1
2018/6/29,26.7,8,1
2018/6/30,27.3,8,1
2018/7/1,28.9,8,1
2018/7/2,28.8,8,1
2018/7/3,29.2,8,1
2018/7/4,28.2,8,1
2018/7/5,25.6,8,1
2018/7/6,24.1,8,1
2018/7/7,24.4,8,1
2018/7/8,26.8,8,1
2018/7/9,28.0,8,1
2018/7/10,28.6,8,1
2018/7/11,29.1,8,1
2018/7/12,29.5,8,1
2018/7/13,30.1,8,1
2018/7/14,31.5,8,1
2018/7/15,31.2,8,1
2018/7/16,31.4,8,1
2018/7/17,30.8,8,1
2018/7/18,32.0,8,1
2018/7/19,31.9,8,1
2018/7/20,30.8,8,1
2018/7/21,30.7,8,1
2018/7/22,30.8,8,1
2018/7/23,32.0,8,1
2018/7/24,32.0,8,1
2018/7/25,30.7,8,1
2018/7/26,30.7,8,1
2018/7/27,29.1,8,1
2018/7/28,28.7,8,1
2018/7/29,27.9,8,1
2018/7/30,29.5,8,1
2018/7/31,30.4,8,1
2018/8/1,30.2,8,1
2018/8/2,30.7,8,1
2018/8/3,31.3,8,1
2018/8/4,31.5,8,1
2018/8/5,32.0,8,1
2018/8/6,31.6,8,1
2018/8/7,29.5,8,1
2018/8/8,27.5,8,1
2018/8/9,28.7,8,1
2018/8/10,29.5,8,1
2018/8/11,30.3,8,1
2018/8/12,30.6,8,1
2018/8/13,31.0,8,1
2018/8/14,30.4,8,1
2018/8/15,29.5,8,1
2018/8/16,28.8,8,1
2018/8/17,25.8,8,1
2018/8/18,25.9,8,1
2018/8/19,27.2,8,1
2018/8/20,28.3,8,1
2018/8/21,30.1,8,1
2018/8/22,31.3,8,1
2018/8/23,30.1,8,1
2018/8/24,30.2,8,1
2018/8/25,30.6,8,1
2018/8/26,29.8,8,1
2018/8/27,30.0,8,1
2018/8/28,29.6,8,1
2018/8/29,29.8,8,1
2018/8/30,29.8,8,1
2018/8/31,29.6,8,1
2018/9/1,26.1,8,1
2018/9/2,26.3,8,1
2018/9/3,28.1,8,1
2018/9/4,26.9,8,1
2018/9/5,27.6,8,1
2018/9/6,27.0,8,1
2018/9/7,26.5,8,1
2018/9/8,23.2,8,1
2018/9/9,24.2,8,1
2018/9/10,23.5,8,1
2018/9/11,24.5,8,1
2018/9/12,22.2,8,1
2018/9/13,23.5,8,1
2018/9/14,23.0,8,1
2018/9/15,25.0,8,1
2018/9/16,27.6,8,1
2018/9/17,25.3,8,1
2018/9/18,25.0,8,1
2018/9/19,25.2,8,1
2018/9/20,20.6,8,1
2018/9/21,22.6,8,1
2018/9/22,24.8,8,1
2018/9/23,24.1,8,1
2018/9/24,24.4,8,1
2018/9/25,21.7,8,1
2018/9/26,19.7,8,1
2018/9/27,19.7,8,1
2018/9/28,21.6,8,1
2018/9/29,18.9,8,1
2018/9/30,22.8,8,1
2018/10/1,22.6,8,1
2018/10/2,21.2,8,1
2018/10/3,22.0,8,1
2018/10/4,20.0,8,1
2018/10/5,23.6,8,1
2018/10/6,27.0,8,1
2018/10/7,25.1,8,1
2018/10/8,23.2,8,1
2018/10/9,22.8,8,1
2018/10/10,20.7,8,1
2018/10/11,19.3,8,1
2018/10/12,18.1,8,1
2018/10/13,18.3,8,1
2018/10/14,20.1,8,1
2018/10/15,19.6,8,1
2018/10/16,19.2,8,1
2018/10/17,19.3,8,1
2018/10/18,19.3,8,1
2018/10/19,19.1,8,1
2018/10/20,17.3,8,1
2018/10/21,17.0,8,1
2018/10/22,18.2,8,1
2018/10/23,17.8,8,1
2018/10/24,18.4,8,1
2018/10/25,17.2,8,1
2018/10/26,18.8,8,1
2018/10/27,19.0,8,1
2018/10/28,17.4,8,1
2018/10/29,17.5,8,1
2018/10/30,17.1,8,1
2018/10/31,14.5,8,1
2018/11/1,13.9,8,1
2018/11/2,14.2,8,1
2018/11/3,15.6,8,1
2018/11/4,16.5,8,1
2018/11/5,18.1,8,1
2018/11/6,18.2,8,1
2018/11/7,17.8,8,1
2018/11/8,18.4,8,1
2018/11/9,19.4,8,1
2018/11/10,18.0,8,1
2018/11/11,15.7,8,1
2018/11/12,16.0,8,1
2018/11/13,15.5,8,1
2018/11/14,13.4,8,1
2018/11/15,13.5,8,1
2018/11/16,14.2,8,1
2018/11/17,15.1,8,1
2018/11/18,15.0,8,1
2018/11/19,13.6,8,1
2018/11/20,12.5,8,1
2018/11/21,11.8,8,1
2018/11/22,12.0,8,1
2018/11/23,9.9,8,1
2018/11/24,9.5,8,1
2018/11/25,11.4,8,1
2018/11/26,12.7,8,1
2018/11/27,14.8,8,1
2018/11/28,14.5,8,1
2018/11/29,13.3,8,1
2018/11/30,12.3,8,1
2018/12/1,13.3,8,1
2018/12/2,12.9,8,1
2018/12/3,15.1,8,1
2018/12/4,19.1,8,1
2018/12/5,15.1,8,1
2018/12/6,12.8,8,1
2018/12/7,12.3,8,1
2018/12/8,7.8,8,1
2018/12/9,5.7,8,1
2018/12/10,5.9,8,1
2018/12/11,7.4,8,1
2018/12/12,9.4,8,1
2018/12/13,8.0,8,1
2018/12/14,6.8,8,1
2018/12/15,6.5,8,1
2018/12/16,6.4,8,1
2018/12/17,9.8,8,1
2018/12/18,9.1,8,1
2018/12/19,10.1,8,1
2018/12/20,10.9,8,1
2018/12/21,10.5,8,1
2018/12/22,11.5,8,1
2018/12/23,12.0,8,1
2018/12/24,8.9,8,1
2018/12/25,7.4,8,1
2018/12/26,8.6,8,1
2018/12/27,9.2,8,1
2018/12/28,4.1,8,1
2018/12/29,4.6,8,1
2018/12/30,4.8,8,1
2018/12/31,5.0,8,1
2019/1/1,5.7,8,1
